Week Ending Date,State,Observed Number,Upper Bound Threshold,Exceeds Threshold,Average Expected Count,Excess Lower Estimate,Excess Higher Estimate,Year,Total Excess Lower Estimate in 2020,Total Excess Higher Estimate in 2020,Percent Excess Lower Estimate,Percent Excess Higher Estimate,Type,Outcome,Suppress,Note
9/16/2017,Indiana,1181,1313,FALSE,1215,0,0,2017,1729,3101,0,0,Predicted (weighted),All causes,,
9/23/2017,Indiana,1186,1324,FALSE,1231,0,0,2017,1729,3101,0,0,Predicted (weighted),All causes,,
9/30/2017,Indiana,1220,1333,FALSE,1241,0,0,2017,1729,3101,0,0,Predicted (weighted),All causes,,
10/7/2017,Indiana,1212,1339,FALSE,1242,0,0,2017,1729,3101,0,0,Predicted (weighted),All causes,,
10/14/2017,Indiana,1154,1346,FALSE,1247,0,0,2017,1729,3101,0,0,Predicted (weighted),All causes,,
10/21/2017,Indiana,1201,1351,FALSE,1254,0,0,2017,1729,3101,0,0,Predicted (weighted),All causes,,
10/28/2017,Indiana,1274,1349,FALSE,1252,0,22,2017,1729,3101,0,0,Predicted (weighted),All causes,,
11/4/2017,Indiana,1269,1352,FALSE,1260,0,9,2017,1729,3101,0,0,Predicted (weighted),All causes,,
11/11/2017,Indiana,1227,1369,FALSE,1270,0,0,2017,1729,3101,0,0,Predicted (weighted),All causes,,
11/18/2017,Indiana,1251,1383,FALSE,1282,0,0,2017,1729,3101,0,0,Predicted (weighted),All causes,,
11/25/2017,Indiana,1294,1405,FALSE,1303,0,0,2017,1729,3101,0,0,Predicted (weighted),All causes,,
12/2/2017,Indiana,1202,1421,FALSE,1322,0,0,2017,1729,3101,0,0,Predicted (weighted),All causes,,
12/9/2017,Indiana,1312,1439,FALSE,1343,0,0,2017,1729,3101,0,0,Predicted (weighted),All causes,,
12/16/2017,Indiana,1356,1456,FALSE,1355,0,1,2017,1729,3101,0,0,Predicted (weighted),All causes,,
12/23/2017,Indiana,1387,1484,FALSE,1380,0,7,2017,1729,3101,0,0,Predicted (weighted),All causes,,
12/30/2017,Indiana,1432,1509,FALSE,1401,0,31,2017,1729,3101,0,0,Predicted (weighted),All causes,,
1/6/2018,Indiana,1522,1524,FALSE,1418,0,104,2018,1729,3101,0,0.1,Predicted (weighted),All causes,,
1/13/2018,Indiana,1583,1541,TRUE,1439,42,144,2018,1729,3101,0,0.1,Predicted (weighted),All causes,,
1/20/2018,Indiana,1536,1523,TRUE,1423,13,113,2018,1729,3101,0,0.1,Predicted (weighted),All causes,,
1/27/2018,Indiana,1491,1507,FALSE,1403,0,88,2018,1729,3101,0,0.1,Predicted (weighted),All causes,,
2/3/2018,Indiana,1447,1495,FALSE,1388,0,59,2018,1729,3101,0,0,Predicted (weighted),All causes,,
2/10/2018,Indiana,1475,1483,FALSE,1375,0,100,2018,1729,3101,0,0.1,Predicted (weighted),All causes,,
2/17/2018,Indiana,1339,1469,FALSE,1369,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
2/24/2018,Indiana,1336,1477,FALSE,1375,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
3/3/2018,Indiana,1268,1485,FALSE,1386,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
3/10/2018,Indiana,1308,1481,FALSE,1376,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
3/17/2018,Indiana,1304,1468,FALSE,1361,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
3/24/2018,Indiana,1281,1446,FALSE,1344,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
3/31/2018,Indiana,1338,1431,FALSE,1331,0,7,2018,1729,3101,0,0,Predicted (weighted),All causes,,
4/7/2018,Indiana,1279,1413,FALSE,1318,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
4/14/2018,Indiana,1296,1399,FALSE,1302,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
4/21/2018,Indiana,1277,1379,FALSE,1279,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
4/28/2018,Indiana,1247,1357,FALSE,1264,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
5/5/2018,Indiana,1277,1341,FALSE,1247,0,30,2018,1729,3101,0,0,Predicted (weighted),All causes,,
5/12/2018,Indiana,1222,1328,FALSE,1240,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
5/19/2018,Indiana,1187,1320,FALSE,1227,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
5/26/2018,Indiana,1178,1318,FALSE,1221,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
6/2/2018,Indiana,1150,1304,FALSE,1213,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
6/9/2018,Indiana,1166,1304,FALSE,1210,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
6/16/2018,Indiana,1190,1289,FALSE,1202,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
6/23/2018,Indiana,1143,1292,FALSE,1199,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
6/30/2018,Indiana,1223,1295,FALSE,1197,0,26,2018,1729,3101,0,0,Predicted (weighted),All causes,,
7/7/2018,Indiana,1210,1291,FALSE,1198,0,12,2018,1729,3101,0,0,Predicted (weighted),All causes,,
7/14/2018,Indiana,1132,1298,FALSE,1201,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
7/21/2018,Indiana,1165,1300,FALSE,1207,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
7/28/2018,Indiana,1175,1308,FALSE,1207,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
8/4/2018,Indiana,1203,1311,FALSE,1206,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
8/11/2018,Indiana,1166,1303,FALSE,1203,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
8/18/2018,Indiana,1137,1314,FALSE,1211,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
8/25/2018,Indiana,1220,1312,FALSE,1217,0,3,2018,1729,3101,0,0,Predicted (weighted),All causes,,
9/1/2018,Indiana,1255,1317,FALSE,1216,0,39,2018,1729,3101,0,0,Predicted (weighted),All causes,,
9/8/2018,Indiana,1217,1329,FALSE,1217,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
9/15/2018,Indiana,1156,1327,FALSE,1221,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
9/22/2018,Indiana,1169,1345,FALSE,1237,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
9/29/2018,Indiana,1222,1348,FALSE,1243,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
10/6/2018,Indiana,1231,1346,FALSE,1244,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
10/13/2018,Indiana,1199,1359,FALSE,1245,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
10/20/2018,Indiana,1233,1364,FALSE,1253,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
10/27/2018,Indiana,1290,1362,FALSE,1252,0,38,2018,1729,3101,0,0,Predicted (weighted),All causes,,
11/3/2018,Indiana,1256,1368,FALSE,1263,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
11/10/2018,Indiana,1197,1391,FALSE,1285,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
11/17/2018,Indiana,1313,1388,FALSE,1282,0,31,2018,1729,3101,0,0,Predicted (weighted),All causes,,
11/24/2018,Indiana,1233,1413,FALSE,1298,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
12/1/2018,Indiana,1272,1433,FALSE,1320,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
12/8/2018,Indiana,1367,1447,FALSE,1338,0,29,2018,1729,3101,0,0,Predicted (weighted),All causes,,
12/15/2018,Indiana,1323,1468,FALSE,1358,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
12/22/2018,Indiana,1273,1515,FALSE,1405,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
12/29/2018,Indiana,1403,1535,FALSE,1421,0,0,2018,1729,3101,0,0,Predicted (weighted),All causes,,
1/5/2019,Indiana,1326,1579,FALSE,1458,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
1/12/2019,Indiana,1329,1592,FALSE,1479,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
1/19/2019,Indiana,1276,1584,FALSE,1472,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
1/26/2019,Indiana,1325,1560,FALSE,1453,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
2/2/2019,Indiana,1387,1536,FALSE,1429,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
2/9/2019,Indiana,1407,1523,FALSE,1413,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
2/16/2019,Indiana,1309,1502,FALSE,1399,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
2/23/2019,Indiana,1367,1499,FALSE,1396,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
3/2/2019,Indiana,1277,1484,FALSE,1386,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
3/9/2019,Indiana,1331,1488,FALSE,1384,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
3/16/2019,Indiana,1375,1482,FALSE,1377,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
3/23/2019,Indiana,1337,1469,FALSE,1366,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
3/30/2019,Indiana,1317,1454,FALSE,1357,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
4/6/2019,Indiana,1356,1438,FALSE,1343,0,13,2019,1729,3101,0,0,Predicted (weighted),All causes,,
4/13/2019,Indiana,1251,1425,FALSE,1327,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
4/20/2019,Indiana,1262,1408,FALSE,1307,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
4/27/2019,Indiana,1276,1389,FALSE,1292,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
5/4/2019,Indiana,1262,1360,FALSE,1266,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
5/11/2019,Indiana,1290,1343,FALSE,1253,0,37,2019,1729,3101,0,0,Predicted (weighted),All causes,,
5/18/2019,Indiana,1255,1337,FALSE,1241,0,14,2019,1729,3101,0,0,Predicted (weighted),All causes,,
5/25/2019,Indiana,1300,1332,FALSE,1237,0,63,2019,1729,3101,0,0.1,Predicted (weighted),All causes,,
6/1/2019,Indiana,1213,1323,FALSE,1230,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
6/8/2019,Indiana,1214,1315,FALSE,1223,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
6/15/2019,Indiana,1206,1305,FALSE,1217,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
6/22/2019,Indiana,1233,1318,FALSE,1222,0,11,2019,1729,3101,0,0,Predicted (weighted),All causes,,
6/29/2019,Indiana,1219,1310,FALSE,1213,0,6,2019,1729,3101,0,0,Predicted (weighted),All causes,,
7/6/2019,Indiana,1201,1308,FALSE,1216,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
7/13/2019,Indiana,1171,1309,FALSE,1216,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
7/20/2019,Indiana,1258,1301,FALSE,1213,0,45,2019,1729,3101,0,0,Predicted (weighted),All causes,,
7/27/2019,Indiana,1155,1302,FALSE,1206,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
8/3/2019,Indiana,1177,1305,FALSE,1208,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
8/10/2019,Indiana,1186,1308,FALSE,1209,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
8/17/2019,Indiana,1247,1314,FALSE,1214,0,33,2019,1729,3101,0,0,Predicted (weighted),All causes,,
8/24/2019,Indiana,1141,1305,FALSE,1215,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
8/31/2019,Indiana,1147,1315,FALSE,1218,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
9/7/2019,Indiana,1217,1322,FALSE,1220,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
9/14/2019,Indiana,1284,1323,FALSE,1224,0,60,2019,1729,3101,0,0,Predicted (weighted),All causes,,
9/21/2019,Indiana,1208,1339,FALSE,1235,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
9/28/2019,Indiana,1232,1330,FALSE,1234,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
10/5/2019,Indiana,1190,1329,FALSE,1235,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
10/12/2019,Indiana,1246,1351,FALSE,1252,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
10/19/2019,Indiana,1266,1364,FALSE,1260,0,6,2019,1729,3101,0,0,Predicted (weighted),All causes,,
10/26/2019,Indiana,1272,1360,FALSE,1257,0,15,2019,1729,3101,0,0,Predicted (weighted),All causes,,
11/2/2019,Indiana,1341,1374,FALSE,1271,0,70,2019,1729,3101,0,0.1,Predicted (weighted),All causes,,
11/9/2019,Indiana,1278,1379,FALSE,1280,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
11/16/2019,Indiana,1291,1373,FALSE,1277,0,14,2019,1729,3101,0,0,Predicted (weighted),All causes,,
11/23/2019,Indiana,1321,1397,FALSE,1297,0,24,2019,1729,3101,0,0,Predicted (weighted),All causes,,
11/30/2019,Indiana,1320,1432,FALSE,1324,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
12/7/2019,Indiana,1339,1436,FALSE,1332,0,7,2019,1729,3101,0,0,Predicted (weighted),All causes,,
12/14/2019,Indiana,1326,1462,FALSE,1356,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
12/21/2019,Indiana,1404,1476,FALSE,1376,0,28,2019,1729,3101,0,0,Predicted (weighted),All causes,,
12/28/2019,Indiana,1325,1481,FALSE,1381,0,0,2019,1729,3101,0,0,Predicted (weighted),All causes,,
1/4/2020,Indiana,1467,1487,FALSE,1383,0,84,2020,1729,3101,0,0.1,Predicted (weighted),All causes,,
1/11/2020,Indiana,1386,1512,FALSE,1407,0,0,2020,1729,3101,0,0,Predicted (weighted),All causes,,
1/18/2020,Indiana,1396,1511,FALSE,1407,0,0,2020,1729,3101,0,0,Predicted (weighted),All causes,,
1/25/2020,Indiana,1427,1505,FALSE,1408,0,19,2020,1729,3101,0,0,Predicted (weighted),All causes,,
2/1/2020,Indiana,1381,1495,FALSE,1395,0,0,2020,1729,3101,0,0,Predicted (weighted),All causes,,
2/8/2020,Indiana,1372,1500,FALSE,1397,0,0,2020,1729,3101,0,0,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2/15/2020,Indiana,1430,1483,FALSE,1381,0,49,2020,1729,3101,0,0,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2/22/2020,Indiana,1413,1480,FALSE,1377,0,36,2020,1729,3101,0,0,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
2/29/2020,Indiana,1452,1457,FALSE,1361,0,91,2020,1729,3101,0,0.1,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
3/7/2020,Indiana,1370,1457,FALSE,1361,0,9,2020,1729,3101,0,0,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
3/14/2020,Indiana,1406,1454,FALSE,1356,0,50,2020,1729,3101,0,0,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
3/21/2020,Indiana,1328,1458,FALSE,1358,0,0,2020,1729,3101,0,0,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
3/28/2020,Indiana,1486,1443,TRUE,1342,43,144,2020,1729,3101,0,0.1,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
4/4/2020,Indiana,1586,1423,TRUE,1327,163,259,2020,1729,3101,0.1,0.2,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
4/11/2020,Indiana,1635,1408,TRUE,1313,227,322,2020,1729,3101,0.2,0.2,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
4/18/2020,Indiana,1512,1389,TRUE,1294,123,218,2020,1729,3101,0.1,0.2,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
4/25/2020,Indiana,1590,1371,TRUE,1274,219,316,2020,1729,3101,0.2,0.2,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
5/2/2020,Indiana,1509,1356,TRUE,1260,153,249,2020,1729,3101,0.1,0.2,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
5/9/2020,Indiana,1582,1335,TRUE,1244,247,338,2020,1729,3101,0.2,0.3,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
5/16/2020,Indiana,1563,1323,TRUE,1232,240,331,2020,1729,3101,0.2,0.3,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
5/23/2020,Indiana,1455,1310,TRUE,1218,145,237,2020,1729,3101,0.1,0.2,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
5/30/2020,Indiana,1361,1308,TRUE,1215,53,146,2020,1729,3101,0,0.1,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
6/6/2020,Indiana,1364,1299,TRUE,1207,65,157,2020,1729,3101,0.1,0.1,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
6/13/2020,Indiana,1342,1291,TRUE,1204,51,138,2020,1729,3101,0,0.1,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
6/20/2020,Indiana,1213,1291,FALSE,1202,0,11,2020,1729,3101,0,0,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
6/27/2020,Indiana,1049,1289,FALSE,1200,0,0,2020,1729,3101,0,0,Predicted (weighted),All causes,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
1/14/2017,Iowa,716,692,TRUE,627,24,89,2017,159,600,0,0.1,Predicted (weighted),All causes,,
1/21/2017,Iowa,673,684,FALSE,620,0,53,2017,159,600,0,0.1,Predicted (weighted),All causes,,
1/28/2017,Iowa,650,675,FALSE,614,0,36,2017,159,600,0,0.1,Predicted (weighted),All causes,,
2/4/2017,Iowa,672,661,TRUE,602,11,70,2017,159,600,0,0.1,Predicted (weighted),All causes,,
2/11/2017,Iowa,634,655,FALSE,596,0,38,2017,159,600,0,0.1,Predicted (weighted),All causes,,
2/18/2017,Iowa,658,655,TRUE,595,3,63,2017,159,600,0,0.1,Predicted (weighted),All causes,,
2/25/2017,Iowa,603,653,FALSE,593,0,10,2017,159,600,0,0,Predicted (weighted),All causes,,
3/4/2017,Iowa,626,656,FALSE,595,0,31,2017,159,600,0,0.1,Predicted (weighted),All causes,,
3/11/2017,Iowa,609,652,FALSE,594,0,15,2017,159,600,0,0,Predicted (weighted),All causes,,
3/18/2017,Iowa,595,646,FALSE,588,0,7,2017,159,600,0,0,Predicted (weighted),All causes,,
3/25/2017,Iowa,637,649,FALSE,589,0,48,2017,159,600,0,0.1,Predicted (weighted),All causes,,
4/1/2017,Iowa,576,643,FALSE,584,0,0,2017,159,600,0,0,Predicted (weighted),All causes,,
4/8/2017,Iowa,551,633,FALSE,573,0,0,2017,159,600,0,0,Predicted (weighted),All causes,,
4/15/2017,Iowa,611,627,FALSE,569,0,42,2017,159,600,0,0.1,Predicted (weighted),All causes,,
4/22/2017,Iowa,577,626,FALSE,568,0,9,2017,159,600,0,0,Predicted (weighted),All causes,,
4/29/2017,Iowa,597,618,FALSE,559,0,38,2017,159,600,0,0.1,Predicted (weighted),All causes,,
5/6/2017,Iowa,626,610,TRUE,554,16,72,2017,159,600,0,0.1,Predicted (weighted),All causes,,
5/13/2017,Iowa,535,606,FALSE,549,0,0,2017,159,600,0,0,Predicted (weighted),All causes,,
5/20/2017,Iowa,554,595,FALSE,539,0,15,2017,159,600,0,0,Predicted (weighted),All causes,,
5/27/2017,Iowa,547,586,FALSE,531,0,16,2017,159,600,0,0,Predicted (weighted),All causes,,
6/3/2017,Iowa,571,588,FALSE,530,0,41,2017,159,600,0,0.1,Predicted (weighted),All causes,,
6/10/2017,Iowa,541,578,FALSE,523,0,18,2017,159,600,0,0,Predicted (weighted),All causes,,
6/17/2017,Iowa,535,580,FALSE,522,0,13,2017,159,600,0,0,Predicted (weighted),All causes,,
6/24/2017,Iowa,534,579,FALSE,524,0,10,2017,159,600,0,0,Predicted (weighted),All causes,,
7/1/2017,Iowa,533,576,FALSE,521,0,12,2017,159,600,0,0,Predicted (weighted),All causes,,
7/8/2017,Iowa,518,578,FALSE,521,0,0,2017,159,600,0,0,Predicted (weighted),All causes,,
7/15/2017,Iowa,506,583,FALSE,526,0,0,2017,159,600,0,0,Predicted (weighted),All causes,,
7/22/2017,Iowa,469,581,FALSE,522,0,0,2017,159,600,0,0,Predicted (weighted),All causes,,
7/29/2017,Iowa,540,584,FALSE,526,0,14,2017,159,600,0,0,Predicted (weighted),All causes,,
8/5/2017,Iowa,508,584,FALSE,529,0,0,2017,159,600,0,0,Predicted (weighted),All causes,,
8/12/2017,Iowa,497,597,FALSE,538,0,0,2017,159,600,0,0,Predicted (weighted),All causes,,
8/19/2017,Iowa,528,600,FALSE,540,0,0,2017,159,600,0,0,Predicted (weighted),All causes,,
8/26/2017,Iowa,510,609,FALSE,547,0,0,2017,159,600,0,0,Predicted (weighted),All causes,,
9/2/2017,Iowa,511,605,FALSE,546,0,0,2017,159,600,0,0,Predicted (weighted),All causes,,
9/9/2017,Iowa,542,610,FALSE,553,0,0,2017,159,600,0,0,Predicted (weighted),All causes,,
9/16/2017,Iowa,543,609,FALSE,549,0,0,2017,159,600,0,0,Predicted (weighted),All causes,,
9/23/2017,Iowa,575,607,FALSE,547,0,28,2017,159,600,0,0.1,Predicted (weighted),All causes,,
9/30/2017,Iowa,547,620,FALSE,555,0,0,2017,159,600,0,0,Predicted (weighted),All causes,,
10/7/2017,Iowa,559,621,FALSE,558,0,1,2017,159,600,0,0,Predicted (weighted),All causes,,
10/14/2017,Iowa,550,616,FALSE,556,0,0,2017,159,600,0,0,Predicted (weighted),All causes,,
10/21/2017,Iowa,558,618,FALSE,558,0,0,2017,159,600,0,0,Predicted (weighted),All causes,,
10/28/2017,Iowa,561,626,FALSE,566,0,0,2017,159,600,0,0,Predicted (weighted),All causes,,
11/4/2017,Iowa,630,634,FALSE,570,0,60,2017,159,600,0,0.1,Predicted (weighted),All causes,,
11/11/2017,Iowa,600,651,FALSE,585,0,15,2017,159,600,0,0,Predicted (weighted),All causes,,
11/18/2017,Iowa,596,648,FALSE,586,0,10,2017,159,600,0,0,Predicted (weighted),All causes,,
11/25/2017,Iowa,626,656,FALSE,594,0,32,2017,159,600,0,0.1,Predicted (weighted),All causes,,
12/2/2017,Iowa,582,661,FALSE,599,0,0,2017,159,600,0,0,Predicted (weighted),All causes,,
12/9/2017,Iowa,590,671,FALSE,607,0,0,2017,159,600,0,0,Predicted (weighted),All causes,,
12/16/2017,Iowa,604,677,FALSE,612,0,0,2017,159,600,0,0,Predicted (weighted),All causes,,
12/23/2017,Iowa,638,691,FALSE,628,0,10,2017,159,600,0,0,Predicted (weighted),All causes,,
12/30/2017,Iowa,637,713,FALSE,649,0,0,2017,159,600,0,0,Predicted (weighted),All causes,,
1/6/2018,Iowa,667,722,FALSE,658,0,9,2018,159,600,0,0,Predicted (weighted),All causes,,
1/13/2018,Iowa,675,725,FALSE,660,0,15,2018,159,600,0,0,Predicted (weighted),All causes,,
1/20/2018,Iowa,661,725,FALSE,658,0,3,2018,159,600,0,0,Predicted (weighted),All causes,,
1/27/2018,Iowa,640,707,FALSE,644,0,0,2018,159,600,0,0,Predicted (weighted),All causes,,
2/3/2018,Iowa,610,698,FALSE,634,0,0,2018,159,600,0,0,Predicted (weighted),All causes,,
2/10/2018,Iowa,649,687,FALSE,624,0,25,2018,159,600,0,0,Predicted (weighted),All causes,,
2/17/2018,Iowa,663,678,FALSE,615,0,48,2018,159,600,0,0.1,Predicted (weighted),All causes,,
2/24/2018,Iowa,671,675,FALSE,610,0,61,2018,159,600,0,0.1,Predicted (weighted),All causes,,
3/3/2018,Iowa,599,674,FALSE,609,0,0,2018,159,600,0,0,Predicted (weighted),All causes,,
3/10/2018,Iowa,600,666,FALSE,606,0,0,2018,159,600,0,0,Predicted (weighted),All causes,,
3/17/2018,Iowa,600,661,FALSE,600,0,0,2018,159,600,0,0,Predicted (weighted),All causes,,
3/24/2018,Iowa,595,661,FALSE,600,0,0,2018,159,600,0,0,Predicted (weighted),All causes,,
3/31/2018,Iowa,568,663,FALSE,599,0,0,2018,159,600,0,0,Predicted (weighted),All causes,,
4/7/2018,Iowa,614,658,FALSE,595,0,19,2018,159,600,0,0,Predicted (weighted),All causes,,
4/14/2018,Iowa,580,646,FALSE,586,0,0,2018,159,600,0,0,Predicted (weighted),All causes,,
4/21/2018,Iowa,576,650,FALSE,591,0,0,2018,159,600,0,0,Predicted (weighted),All causes,,
4/28/2018,Iowa,594,636,FALSE,578,0,16,2018,159,600,0,0,Predicted (weighted),All causes,,
5/5/2018,Iowa,588,629,FALSE,569,0,19,2018,159,600,0,0,Predicted (weighted),All causes,,
5/12/2018,Iowa,561,625,FALSE,564,0,0,2018,159,600,0,0,Predicted (weighted),All causes,,
5/19/2018,Iowa,545,616,FALSE,556,0,0,2018,159,600,0,0,Predicted (weighted),All causes,,
5/26/2018,Iowa,553,601,FALSE,545,0,8,2018,159,600,0,0,Predicted (weighted),All causes,,
6/2/2018,Iowa,476,601,FALSE,544,0,0,2018,159,600,0,0,Predicted (weighted),All causes,,
6/9/2018,Iowa,552,598,FALSE,539,0,13,2018,159,600,0,0,Predicted (weighted),All causes,,
6/16/2018,Iowa,573,598,FALSE,539,0,34,2018,159,600,0,0.1,Predicted (weighted),All causes,,
6/23/2018,Iowa,554,595,FALSE,536,0,18,2018,159,600,0,0,Predicted (weighted),All causes,,
6/30/2018,Iowa,553,587,FALSE,532,0,21,2018,159,600,0,0,Predicted (weighted),All causes,,
